,CountryCode,IataCode,CityCode,CityName,AirportName
1470,DZ,ELU,ELU,El Oued,Guemar
1471,US,AZO,AZO,Kalamazoo,Kalamazoo/Battle Creek International
1472,CA,YTL,YTL,Kitchenuhmaykoosib Inninuwug First Nation,Big Trout Lake Airport
1473,BO,UYU,UYU,Uyuni,Uyuni
1474,TR,NKT,NKT,Şırnak,Şırnak
1475,US,GUC,GUC,Gunnison,Gunnison–Crested Butte Regional
1476,GR,MLO,MLO,"Plaka, Milos",Milos Island National
1477,CA,YXL,YXL,Sioux Lookout,Sioux Lookout
1478,ID,NBX,NBX,Nabire Regency,Nabire
1479,ID,LUV,LUV,Langgur,Karel Sadsuitubun Airport
1480,ES,PNA,PNA,Pamplona,Pamplona
1481,AU,BME,BME,Broome,Broome International
1482,US,TVC,TVC,Traverse City,Cherry Capital
1483,HN,RTB,RTB,Coxen Hole,Juan Manuel Gálvez International
1484,IR,IFN,IFN,Isfahan,Isfahan International
1485,US,CEC,CEC,Crescent City,Del Norte County
1486,TL,DIL,DIL,Dili,Presidente Nicolau Lobato International
1487,AR,SLA,SLA,Salta,Martín Miguel de Güemes International
1488,TZ,TGT,TGT,Tanga,Tanga
1489,ES,LPA,LPA,Las Palmas,Gran Canaria
1490,SI,POW,POW,Portoroz,Portoroz Airport
1491,JP,KMJ,KMJ,Kumamoto,Kumamoto
1492,TH,NAW,NAW,Narathiwat Province,Narathiwat
1493,MR,EMN,EMN,Nema,Nema Airport
1494,CA,YYT,YYT,St. John s,St. John's International
1495,VU,ULB,ULB,Toak,Ulei
1496,PH,CGY,CGY,Cagayan de Oro,Laguindingan Airport
1497,ID,MKW,MKW,Manokwari,Rendani
1498,TR,KCM,KCM,Kahramanmaraş,Kahramanmaraş
1499,CA,YCB,YCB,Cambridge Bay,Cambridge Bay
1500,BB,BGI,BGI,Bridgetown,Grantley Adams International
1501,TW,RMQ,RMQ,Taichung,Taichung
1502,SX,SXM,SXM,Lower Prince's Quarter,Princess Juliana International
1503,RU,NLI,NLI,Nikolayevsk-on-Amur,Nikolaevsk-na-Amure
1504,RU,NER,NER,Neryungri,Chulman Neryungri Airport
1505,SA,JED,JED,Jeddah,King Abdulaziz International
1506,SA,AJF,AJF,Al Jawf Region,Al-Jawf Domestic
1507,US,SSB,STX,Saint Croix,Christiansted Harbor Seaplane Base
1508,US,AGC,PIT,Pittsburgh,Allegheny County Airport
1509,AU,BHQ,BHQ,Broken Hill,Broken Hill
1510,SJ,LYR,LYR,Longyearbyen,"Svalbard Airport, Longyear"
1511,US,SVA,SVA,Savoonga,Savoonga
1512,US,TLH,TLH,Tallahassee,Tallahassee International
1513,ID,PGK,PGK,Pangkal Pinang,Depati Amir
1514,UA,KBP,IEV,Kyiv,Boryspil International
1515,NP,SKH,SKH,Surkhet,Surkhet Airport
1516,BR,CNF,BHZ,Belo Horizonte,Tancredo Neves International
1517,MX,CUA,CUA,Ciudad Constitución,Ciudad Constitución
1518,SA,AQI,AQI,Qaisumah,Al Qaisumah/Hafr Al Batin
1519,CN,INC,INC,Yinchuan,Yinchuan Hedong International
1520,US,BKL,CLE,Cleveland,Cleveland Burke Lakefront
1521,CN,BZX,BZX,Bazhong,Bazhong Enyang Airport
1522,CA,YRS,YRS,Red Sucker Lake,Red Sucker Lake
1523,AR,RSA,RSA,Santa Rosa,Santa Rosa
1524,AU,ONS,ONS,Onslow,Onslow
1525,SE,OER,OER,Örnsköldsvik,Örnsköldsvik
1526,PT,PIX,PIX,Pico Island,Pico
1527,CN,LUM,LUM,Mang City,Dehong Mangshi
1528,DK,RNN,RNN,Bornholm,Bornholm
1529,TC,XSC,XSC,South Caicos,South Caicos
1530,US,SIT,SIT,Sitka,Sitka Rocky Gutierrez
1531,AU,WGA,WGA,Wagga Wagga,Wagga Wagga
1532,ID,AEG,AEG,Padangsidempuan,Aek Godang
1533,CA,YSO,YSO,Postville,Postville
1534,CN,ZHA,ZHA,Zhanjiang,Zhanjiang
1535,SA,RAE,RAE,Arar,Arar Domestic
1536,MG,WMN,WMN,Maroantsetra,Maroantsetra
1537,US,AEX,AEX,Alexandria,Alexandria International
1538,BR,DOU,DOU,Dourados,Dourados
1539,JP,HIJ,HIJ,Hiroshima,Hiroshima
1540,CN,ZUH,ZUH,Zhuhai,Zhuhai Jinwan
1541,GR,KSO,KSO,Kastoria,Kastoria National
1542,CA,YYF,YYF,Penticton,Penticton Regional
1543,ID,PLW,PLW,Palu,Mutiara SIS Al-Jufrie
1544,HT,CAP,CAP,Cap-Haïtien,Cap-Haïtien International
1545,BR,CKS,CKS,Parauapebas,Carajás
1546,CN,HMI,HMI,Hami,Hami
1547,CA,YXT,YXT,Terrace,Northwest Regional Airport Terrace-Kitimat
1548,CN,JGS,JGS,Ji an,Jinggangshan
1549,VE,MAR,MAR,Maracaibo,La Chinita International
1550,DK,ODE,ODE,Odense,Odense Airport
1551,US,YAK,YAK,Yakutat,Yakutat
1552,ID,RTI,RTI,Rote Island,Roti David C. Saudale
1553,US,VNY,LAX,Los Angeles,Van Nuys Airport
1554,AU,RMA,RMA,Roma,Roma
1555,ID,NAM,NAM,Namlea-Buru Island,Namlea Airport
1556,CA,YVQ,YVQ,Norman Wells,Norman Wells
1557,NC,NOU,NOU,Nouméa,La Tontouta International
1558,GB,MAN,MAN,Manchester,Manchester
1559,CA,YFC,YFC,Fredericton,Fredericton International
1560,US,ELP,ELP,El Paso,El Paso International
1561,NO,SOG,SOG,Sogndal,"Sogndal Airport, Haukåsen"
1562,VU,EAE,EAE,Emae,Siwo
1563,JP,KMQ,KMQ,Komatsu,Komatsu
1564,MY,BBN,BBN,Bario,Bario
1565,US,RFD,CHI,Chicago,Chicago Rockford International
1566,UA,ODS,ODS,Odessa,Odessa International
1567,ID,PKU,PKU,Pekanbaru,Sultan Syarif Kasim II International
1568,DE,NUE,NUE,Nuremberg,Nuremberg
1569,GB,BFS,BFS,Belfast,Belfast International
1570,BE,CRL,BRU,Brussels,Brussels South Charleroi
1571,IN,RAJ,RAJ,Rajkot,Rajkot
1572,MM,MWQ,MWQ,Magway,Magway Airport
1573,NZ,CHC,CHC,Christchurch,Christchurch International
1574,AU,ALH,ALH,Albany,Albany
1575,ZM,JEK,RYL,Lower Zambezi National Park,Lower Zambezi Nat.Park Jeki
1576,NP,SIF,SIF,"Simara, Bara",Simara
1577,IT,GOA,GOA,Genoa,Genoa Cristoforo Colombo
1578,PL,IEG,IEG,Zielona Góra,Zielona Góra
1579,CA,YIO,YIO,Pond Inlet,Pond Inlet
1580,CN,CGO,CGO,Zhengzhou,Zhengzhou Xinzheng International
1581,CA,YKG,YKG,Kangirsuk,Kangirsuk
1582,SA,HOF,HOF,Hofuf,Al-Ahsa International
1583,IT,CIY,CIY,Comiso,Comiso
1584,CA,YUT,YUT,Naujaat,Naujaat
1585,IT,LIN,MIL,Milan,Linate
1586,CN,LZH,LZH,Liuzhou,Liuzhou Bailian
1587,US,COD,COD,Cody,Yellowstone Regional
1588,LT,KUN,KUN,Kaunas,Kaunas
1589,ES,RJL,RJL,Logroño,Logroño–Agoncillo
1590,ZA,ULX,ULX,Sabi Sand Game Reserve,Ulusaba
1591,US,HLN,HLN,Helena,Helena Regional
1592,AU,HVB,HVB,Hervey Bay,Hervey Bay
1593,CN,PKX,BJS,Beijing,Beijing Daxing International Airport
1594,MZ,TET,TET,Tete,Chingozi
1595,US,CWA,AUW,Wausau,Central Wisconsin
1596,CN,MXZ,MXZ,Meizhou,Meixian
1597,PF,HOI,HOI,Hao,Hao
1598,PH,USU,USU,"Busuanga, Palawan",Francisco B. Reyes
1599,BR,XAP,XAP,Chapecó,Chapecó
1600,AO,SZA,SZA,Soyo,Soyo
1601,HR,ZAD,ZAD,Zadar,Zadar
1602,SB,AKS,AKS,Auki,Auki Gwaunaru u
1603,US,ADQ,ADQ,Kodiak,Kodiak
1604,TR,KZR,KZR,Kütahya,Zafer
1605,CA,YXC,YXC,Cranbrook,Cranbrook/Canadian Rockies International
1606,CA,YPR,YPR,Prince Rupert,Prince Rupert
1607,AU,BUC,BUC,Burketown,Burketown
1608,US,SLN,SLN,Salina,Salina Regional
1609,RU,KGP,KGP,Kogalym,Kogalym International
1610,FR,LDE,LDE,Lourdes,Tarbes–Lourdes–Pyrénées
1611,PF,RGI,RGI,Rangiroa,Rangiroa
1612,IS,KEF,REK,Reykjavik,Keflavík International
1613,RU,GRV,GRV,Grozny,Grozny
1614,BR,PHB,PHB,Parnaíba,Parnaíba-Prefeito Dr. João Silva Filho International
1615,CN,NAO,NAO,Nanchong,Nanchong Gaoping
1616,AU,MCV,MCV,McArthur River zinc mine,McArthur River Mine
1617,US,OGS,OGS,Ogdensburg,Ogdensburg International
1618,ES,PMI,PMI,"Palma, Majorca",Palma de Mallorca
1619,CN,DIG,DIG,Diqing Tibetan Autonomous Prefecture,Diqing Shangri-La
1620,LK,HRI,HRI,Hambantota,Mattala Rajapaksa International
1621,CA,YQU,YQU,Grande Prairie,Grande Prairie
1622,US,DIK,DIK,Dickinson,Dickinson Theodore Roosevelt Regional
1623,AU,CVQ,CVQ,Carnarvon,Carnarvon
1624,RU,OLZ,OLZ,Olyokminsk,Olyokminsk
1625,SE,SDL,SDL,Sundsvall,Sundsvall–Timrå
1626,IN,TIR,TIR,Tirupati,Tirupati
1627,TZ,LKY,LKY,Lake Manyara,Lake Manyara
1628,RU,SGC,SGC,Surgut,Surgut International
1629,TR,CKZ,CKZ,Çanakkale,Çanakkale
1630,NZ,WHK,WHK,Whakatane,Whakatane
1631,SA,DWD,DWD,Dawadmi,Dawadmi Domestic
1632,PG,MIS,MIS,Misima Island,Misima Island
1633,CN,SZV,SZV,Suzhou,Guangfu Airport
1634,US,ORL,ORL,Orlando,Orlando Executive
1635,NZ,IVC,IVC,Invercargill,Invercargill
1636,FR,BIQ,BIQ,Biarritz,Biarritz Pays Basque
1637,MY,LBU,LBU,Labuan,Labuan
1638,PE,ILQ,ILQ,Ilo,Ilo Airport
1639,NZ,AKL,AKL,Auckland,Auckland
1640,CN,BAR,BAR,Qionghai,Qionghai Bo'ao
1641,DZ,BJA,BJA,Béjaïa,Abane Ramdane
1642,CO,AXM,AXM,Armenia,El Edén International
1643,GB,NDY,NDY,"Sanday, Orkney",Sanday
1644,CA,YXJ,YXJ,Fort St. John,Fort St. John
1645,MA,TTA,TTA,Tan-Tan,Tan Tan
1646,PH,TWT,TWT,Tawi-Tawi,Sanga-Sanga
1647,IN,CDP,CDP,Kadapa,Cuddapah
1648,JP,TSJ,TSJ,Tsushima,Tsushima
1649,BR,MAB,MAB,"Marabá, Pará",Marabá
1650,CL,MHC,WCA,Castro,Mocopulli
1651,MZ,UEL,UEL,Quelimane,Quelimane
1652,BR,JOI,JOI,Joinville,Joinville-Lauro Carneiro de Loyola
1653,US,WYS,WYS,West Yellowstone,Yellowstone
1654,BR,BEL,BEL,Belém,Val de Cans International
1655,NG,QRW,QRW,Warri,Warri
1656,CN,HIA,HIA,Huai an,Huai an Lianshui
1657,US,TWF,TWF,Twin Falls,Magic Valley Regional
1658,TZ,DOD,DOD,Dodoma,Dodoma
1659,US,VQS,VQS,Vieques,Antonio Rivera Rodríguez
1660,GB,LTN,LON,London,Luton
1661,SB,GZO,GZO,Gizo,Nusatupe
1662,AU,OOL,OOL,Gold Coast,Gold Coast
1663,US,DEC,DEC,Decatur,Decatur
1664,US,TYR,TYR,Tyler,Tyler Pounds Regional
1665,KR,KPO,KPO,Pohang,Pohang
1666,JP,NGO,NGO,Nagoya,Chubu Centrair International
1667,US,PBI,PBI,West Palm Beach,Palm Beach International
1668,US,CKB,CKB,Clarksburg,North Central West Virginia
1669,BR,VIX,VIX,"Vitória, Espírito Santo",Eurico de Aguiar Salles
1670,NP,BHR,BHR,Bharatpur,Bharatpur
1671,FK,MPN,MPN,Mount Pleasant,RAF Mount Pleasant
1672,ID,JOG,JOG,Yogyakarta,Adisutjipto International
1673,RU,LED,LED,Saint Petersburg,Pulkovo International
1674,MX,MXL,MXL,Mexicali,Mexicali International
1675,AF,KBL,KBL,Kabul,Hamid Karzai International
1676,RU,ROV,ROV,Rostov-on-Don,Platov International Airport
1677,BR,CFB,CFB,Cabo Frio,Cabo Frio International
1678,GR,JSY,JSY,Syros,Syros Island National
1679,PG,TBG,TBG,Tabubil,Tabubil
1680,CA,YST,YST,St. Theresa Point First Nation,St. Theresa Point
1681,KE,HKR,MRE,Maasai Mara,Mara North Airport
1682,GB,BHD,BFS,Belfast,George Best Belfast City
1683,MN,DLZ,DLZ,Dalanzadgad,Dalanzadgad
1684,KI,TRW,TRW,Bairiki,Bonriki International
1685,FR,BVE,BVE,Brive-la-Gaillarde,Brive–Souillac Airport
1686,ID,KTG,KTG,Ketapang,Ketapang Rahadi Osman
1687,US,SPS,SPS,Wichita Falls,Wichita Falls Municipal
1688,KZ,ALA,ALA,Almaty,Almaty International
1689,FR,DLE,DLE,Dole,Dole–Jura
1690,FR,FDF,FDF,Fort-de-France,Martinique Aimé Césaire International
1691,LY,MRA,MRA,Misurata,Misrata
1692,US,LAX,LAX,Los Angeles,Los Angeles International
1693,GE,BUS,BUS,Batumi,Batumi International
1694,DK,AAR,AAR,Aarhus,Aarhus
1695,GL,UMD,UMD,Uummannaq,Uummannaq Heliport
1696,CI,MJC,MJC,Man,Man
1697,GB,HUY,HUY,Kirmington,Humberside
1698,ES,BJZ,BJZ,Badajoz,Badajoz
1699,US,BTV,BTV,Burlington,Burlington International
1700,DE,PAD,PAD,Paderborn,Paderborn Lippstadt
1701,CA,YGX,YGX,Gillam,Gillam
1702,VU,SLH,SLH,Sola,Vanua Lava
1703,ID,PLM,PLM,Palembang,Sultan Mahmud Badaruddin II International
1704,PF,TIH,TIH,Tikehau,Tikehau
1705,CA,YBR,YBR,Brandon,Brandon Municipal
1706,RU,OSW,OSW,Orsk,Orsk
1707,BR,VAG,VAG,Varginha,Major Brigadeiro Trompowsky
1708,GD,GND,GND,St George's,Maurice Bishop International
1709,PT,PXO,PXO,Vila Baleira,Porto Santo
1710,AU,GFN,GFN,Grafton,Clarence Valley Regional
1711,IN,LKO,LKO,Lucknow,Chaudhary Charan Singh International
1712,CA,YIK,YIK,Ivujivik,Ivujivik
1713,US,ROC,ROC,Rochester,Greater Rochester International
1714,MZ,VPY,VPY,Chimoio,Chimoio
1715,GQ,SSG,SSG,Malabo,Malabo International
1716,EG,ABS,ABS,Abu Simbel,Abu Simbel
1717,CA,YHP,YHP,Poplar Hill First Nation,Poplar Hill Airport
1718,CN,FUO,FUO,Foshan,Foshan Shadi
1719,DZ,LOO,LOO,Laghouat,L Mekrareg
1720,SE,KRN,KRN,Kiruna,Kiruna
1721,KZ,PLX,PLX,Semey,Semey
1722,AU,WOL,WOL,City of Wollongong,Illawarra Regional
1723,MX,MTY,MTY,Monterrey,Monterrey International
1724,CA,YYJ,YYJ,Victoria,Victoria International
1725,US,GSP,GSP,Greenville,Greenville–Spartanburg International
1726,RU,USR,USR,Ust-Nera,Ust-Nera
1727,US,OBU,OBU,Kobuk,Kobuk
1728,VU,AUY,AUY,Aneityum,Anatom
1729,GR,RHO,RHO,Rhodes,Rhodes International
1730,US,PIR,PIR,Pierre,Pierre Regional
1731,US,APN,APN,Alpena,Alpena County Regional
1732,NO,SVG,SVG,Stavanger,"Stavanger Airport, Sola"
1733,JP,MSJ,MSJ,Misawa,Misawa
1734,CL,WPU,WPU,Puerto Williams,Guardiamarina Zañartu
1735,FR,BZR,BZR,Béziers,Béziers Cap d Agde
1736,PG,RAB,RAB,Rabaul,Rabaul
1737,TR,IST,IST,Istanbul,Istanbul Airport
1738,PT,GRW,GRW,Graciosa,Graciosa
1739,ES,SPC,SPC,Santa Cruz de La Palma,La Palma
1740,NO,SOJ,SOJ,Sørkjosen,Sørkjosen
1741,ZM,MFU,MFU,Mfuwe,Mfuwe
1742,FR,LYS,LYS,Lyon,Lyon–Saint-Exupéry
1743,ZM,MNS,MNS,Mansa,Mansa Airport
1744,US,TYS,TYS,Knoxville,McGhee Tyson
1745,IT,CIA,ROM,Rome,Ciampino–G. B. Pastine International
1746,NC,TOU,TOU,Touho,Touho
1747,CN,HRB,HRB,Harbin,Harbin Taiping International
1748,RU,MQF,MQF,Magnitogorsk,Magnitogorsk International
1749,CN,DAT,DAT,Datong,Datong Yungang
1750,BR,GEL,GEL,Santo Ângelo,Sepé Tiaraju
1751,NO,HAA,HAA,Hasvik,Hasvik
1752,US,LBB,LBB,Lubbock,Lubbock Preston Smith International
1753,MY,JHB,JHB,Johor Bahru,Senai International
1754,US,MCN,MCN,Macon,Middle Georgia Regional
1755,UZ,UGC,UGC,Urgench,Urgench International
1756,ES,OVD,OVD,Asturias,Asturias
1757,ES,REU,REU,Reus,Reus
1758,PH,PPS,PPS,Puerto Princesa,Puerto Princesa International
1759,FJ,ICI,ICI,Cicia,Cicia
1760,MG,MJN,MJN,Mahajanga,Amborovy
1761,PY,AGT,AGT,Ciudad del Este,Guaraní International
1762,FJ,SVU,SVU,Savusavu,Savusavu
1763,US,SOW,SOW,Show Low,Show Low Regional
1764,AU,OAG,OAG,Orange,Orange
1765,US,DUT,DUT,Dutch Harbor,Unalaska
1766,TC,SLX,SLX,"Salt Cay, Turks Islands",Salt Cay
1767,US,RUT,RUT,Rutland City,Rutland–Southern Vermont Regional
1768,CA,YHS,YHS,Sechelt,Sechelt
1769,SN,ZIG,ZIG,Ziguinchor,Ziguinchor
1770,CA,YYH,YYH,Taloyoak,Taloyoak
1771,ID,BUW,BUW,Bau-Bau,Baubau
1772,PH,ENI,ENI,"El Nido, Palawan",El Nido
1773,PK,GWD,GWD,Gwadar,Gwadar International
1774,IE,SNN,SNN,"Shannon, County Clare",Shannon
1775,GL,GOH,GOH,Nuuk,Nuuk
1776,CN,WUS,WUS,"Wuyishan, Fujian",Wuyishan
1777,KE,NYK,NYK,Nanyuki,Nanyuki
1778,PH,MRQ,MRQ,Marinduque,Marinduque
1779,CA,YYY,YYY,Mont-Joli,Mont-Joli
1780,ID,MNA,MNA,Melonguane,Melangguane
1781,MM,THL,THL,Tachileik,Tachilek
1782,CN,LFQ,LFQ,Linfen,Linfen Qiaoli
1783,US,MAZ,MAZ,Mayagüez,Eugenio María de Hostos
1784,GL,JSU,JSU,Maniitsoq,Maniitsoq
1785,US,BFL,BFL,Bakersfield,Meadows Field
1786,NL,RTM,RTM,Rotterdam,Rotterdam The Hague
1787,AU,DMD,DMD,Doomadgee,Doomadgee
1788,ID,KDI,KDI,Kendari,Haluoleo
1789,AR,PRA,PRA,Paraná,General Justo José de Urquiza
1790,US,CNM,CNM,Carlsbad,Cavern City Air Terminal
1791,CA,YXH,YXH,Medicine Hat,Medicine Hat
1792,DE,FMO,FMO,Münster,Münster Osnabrück International
1793,PK,UET,UET,Quetta,Quetta International
1794,MM,MOG,MOG,Mong Hsat Township,Monghsat
1795,GY,GEO,GEO,Georgetown,Cheddi Jagan International
1796,MX,GYM,GYM,Guaymas,Guaymas International
1797,IE,CFN,CFN,Donegal,Donegal
1798,BR,SXO,SXO,São Félix do Araguaia,São Félix do Araguaia Airport
1799,AU,WIN,WIN,Winton,Winton
1800,PH,TAC,TAC,Tacloban,Daniel Z. Romualdez
1801,CN,LLV,LLV,Lüliang,Lüliang
1802,CN,BAV,BAV,Baotou,Baotou
1803,US,HIB,HIB,Hibbing,Range Regional
1804,LA,VTE,VTE,Vientiane,Wattay International
1805,MM,NYW,NYW,Monywa,Monywa
1806,MX,TAM,TAM,Tampico,Tampico International
1807,LC,SLU,SLU,Saint Lucia,George F. L. Charles
1808,BR,SLZ,SLZ,São Luís,Marechal Cunha Machado International
1809,CA,XSI,XSI,South Indian Lake,South Indian Lake
1810,CR,LIO,LIO,Puerto Limón,Limón International
1811,PT,TER,TER,Terceira Island,Lajes Field
1812,JP,TAK,TAK,Takamatsu,Takamatsu
1813,PK,TUK,TUK,Turbat,Turbat International
1814,US,BQN,BQN,Aguadilla,Aguadilla Rafael Hernandez
1815,AR,BHI,BHI,Bahía Blanca,Comandante Espora
1816,US,RDD,RDD,Redding,Redding Municipal
1817,CN,JXA,JXA,Jixi,Jixi Xingkaihu
1818,IT,FCO,ROM,Rome,Leonardo da Vinci–Fiumicino Airport
1819,TR,KFS,KFS,Kastamonu,Kastamonu
1820,CN,ZHY,ZHY,Zhongwei,Zhongwei Shapotou
1821,AU,MQL,MQL,Mildura,Mildura
1822,RU,ABA,ABA,Abakan,Abakan International
1823,RU,IWA,IWA,Ivanovo,Ivanovo Yuzhny
1824,RU,YKS,YKS,Yakutsk,Yakutsk
1825,PH,ILO,ILO,Iloilo City,Iloilo International
1826,NP,PKR,PKR,Pokhara,Pokhara
1827,TZ,MUZ,MUZ,Musoma,Musoma
1828,DZ,IAM,IAM,In Amenas,In Amenas
1829,DZ,MZW,MZW,Mecheria,Mecheria Airport
1830,VN,DAD,DAD,Da Nang,Da Nang International
1831,AU,GOV,GOV,Nhulunbuy,Gove
1832,CA,YZV,YZV,Sept-Îles,Sept-Îles
1833,GB,EOI,EOI,Eday,Eday
1834,RU,ZIX,ZIX,Zhigansk,Zhigansk
1835,CX,XCH,XCH,Shire of Christmas Island ,Christmas Island
1836,BR,GYN,GYN,Goiânia,Santa Genoveva
1837,ET,ABK,ABK,Kebri Dahar,Kabri Dar
1838,US,DRT,DRT,Del Rio,Del Rio International
1839,PE,PCL,PCL,Pucallpa,FAP Captain David Abensur Rengifo International
1840,US,HNM,HNM,Hana,Hana
1841,NC,MEE,MEE,Mare,Mare Airport
1842,FR,DNR,DNR,Dinard,Dinard–Pleurtuit–Saint-Malo
1843,US,AMA,AMA,Amarillo,Rick Husband Amarillo International
1844,MA,BEM,BEM,Beni Mellal,Beni Mellal
1845,RU,KPW,KPW,Keperveyem,Keperveyem
1846,CA,YIV,YIV,"Island Lake, Manitoba",Island Lake
1847,CN,LHW,LHW,Lanzhou,Lanzhou Zhongchuan International
1848,FR,CLY,CLY,"Calvi, Haute-Corse",Calvi – Sainte-Catherine
1849,US,OTH,OTH,North Bend,Southwest Oregon Regional
1850,ID,TMC,TMC,Tambolaka,Tambolaka
1851,PK,MUX,MUX,Multan,Multan International
1852,IL,ETM,ETH,Eilat,Ramon Airport
1853,CN,KWL,KWL,Guilin,Guilin Liangjiang International
1854,CN,HKG,HKG,Hong Kong,Hong Kong International
1855,AO,DUE,DUE,Dundo,Dundo
1856,PF,PPT,PPT,Tahiti,Fa a ā International
1857,FR,MRS,MRS,Marseille,Marseille Provence
1858,ID,NAH,NAH,Naha,Naha
1859,VU,LPM,LPM,Lamap,Malekoula
1860,CI,HGO,HGO,Korhogo,Korhogo
1861,CA,ZTM,ZTM,Shamattawa First Nation,Shamattawa
1862,BS,ZSA,ZSA,San Salvador Island,San Salvador
1863,CN,HCJ,HCJ,Hechi,Hechi Jinchengjiang
1864,US,BNA,BNA,Nashville,Nashville International
1865,CA,YZF,YZF,Yellowknife,Yellowknife
1866,CA,YRL,YRL,Red Lake,Red Lake
1867,DZ,EBH,EBH,El Bayadh,El Bayadh
1868,KW,KWI,KWI,Kuwait City,Kuwait International
1869,GB,NCL,NCL,Newcastle upon Tyne,Newcastle
1870,US,MLI,MLI,Moline,Quad City International
1871,TZ,JRO,JRO,Mount Kilimanjaro,Kilimanjaro International
1872,BR,IZA,JDF,Juiz de Fora,Zona da Mata Regional
1873,CA,YQK,YQK,Kenora,Kenora
1874,ET,AMH,AMH,Arba Minch,Arba Minch
1875,UZ,TMJ,TMJ,Termez,Termez
1876,US,CAK,CAK,Akron,Akron–Canton
1877,FR,AUR,AUR,Aurillac,Aurillac – Tronquières
1878,CN,WXN,WXN,Wanzhou District,Wanzhou Wuqiao
1879,HN,SAP,SAP,San Pedro Sula,Ramón Villeda Morales International
1880,AU,BQB,BQB,Busselton,Busselton Regional
1881,PF,UAH,UAH,Ua Huka,Ua Huka
1882,US,ORD,CHI,Chicago,O Hare International
1883,US,DVT,PHX,Phoenix,Phoenix Deer Valley Airport
1884,BR,VDC,VDC,Vitória da Conquista,Vitória da Conquista
1885,US,HTS,HTS,Huntington,Tri-State
1886,CL,IPC,IPC,Easter Island,Mataveri International
1887,US,ILG,ILG,Wilmington,New Castle Airport
1888,NA,LUD,LUD,Lüderitz,Lüderitz
1889,RU,ZIA,MOW,Moscow,Zhukovsky International
1890,GR,AOK,AOK,Karpathos,Karpathos Island National
1891,GB,INV,INV,Inverness,Inverness
1892,US,COU,COU,Columbia,Columbia Regional
1893,RU,VOZ,VOZ,Voronezh,Voronezh International
1894,US,MWA,MWA,Marion,Williamson County Regional
1895,ZA,RCB,RCB,Richards Bay,Richards Bay
1896,MM,KHM,KHM,Khamti,Khamti
1897,AU,ROK,ROK,Rockhampton,Rockhampton
1898,BR,VCP,SAO,São Paulo,Viracopos International
1899,US,SNA,SNA,Santa Ana,John Wayne
1900,RU,OMS,OMS,Omsk,Omsk Tsentralny
1901,MC,MCM,MCM,Monte Carlo,Monaco Heliport
1902,US,BHM,BHM,Birmingham,Birmingham-Shuttlesworth International
1903,NO,EVE,EVE,Narvik,"Harstad/Narvik Airport, Evenes"
1904,CA,YKL,YKL,Schefferville,Schefferville
1905,CN,KRL,KRL,Korla,Korla
1906,ET,DSE,DSE,Dessie,Combolcha
1907,EC,MEC,MEC,Manta,Eloy Alfaro International
1908,CN,KOW,KOW,Ganzhou,Ganzhou Huangjin
1909,IN,AGR,AGR,Agra,Agra
1910,AU,HTI,HTI,Hamilton Island,Great Barrier Reef
1911,FJ,TVU,TVU,Taveuni,Matei
1912,MK,OHD,OHD,Ohrid,Ohrid  St. Paul the Apostle 
1913,CN,WGN,WGN,Shaoyang,Shaoyang Wugang
1914,US,FLL,FLL,Fort Lauderdale,Fort Lauderdale–Hollywood International
1915,RU,GOJ,GOJ,Nizhny Novgorod,Strigino International
1916,US,MMH,MMH,Mammoth Lakes,Mammoth Yosemite
1917,AR,SDE,SDE,Santiago del Estero,Vicecomodoro Ángel de la Paz Aragonés
1918,US,LRD,LRD,Laredo,Laredo International
1919,GR,SKG,SKG,Thessaloniki,Thessaloniki International Airport  Macedonia 
1920,AU,ULP,ULP,Quilpie,Quilpie
1921,KE,ASV,ASV,Amboseli National Park,Amboseli
1922,VN,DLI,DLI,Da Lat,Lien Khuong
1923,CN,HYN,HYN,Taizhou,Taizhou Luqiao
1924,MX,TSL,TSL,Tamuín,Tamuín National Airport
1925,PA,BOC,BOC,"Bocas Town, Bocas del Toro",Bocas del Toro  Isla Colón  International
1926,CN,WEF,WEF,Weifang,Weifang
1927,SO,BSA,BSA,Bosaso,Bosaso
1928,US,PHX,PHX,Phoenix,Phoenix Sky Harbor International
1929,KE,KTL,KTL,Kitale,Kitale
1930,CN,WNH,WNH,Wenshan City,Wenshan Puzhehei
1931,CN,LZY,LZY,Nyingchi,Nyingchi Mainling
1932,TC,GDT,GDT,Cockburn Town,JAGS McCartney International
1933,CA,XGR,XGR,Kangiqsualujjuaq,Kangiqsualujjuaq (Georges River)
1934,PH,SWL,SWL,San Vicente,San Vicente Airport
1935,TJ,TJU,TJU,Kulob,Kulob
1936,US,SBA,SBA,Santa Barbara,Santa Barbara Municipal
1937,US,MOT,MOT,Minot,Minot International
1938,MM,KYP,KYP,Kyaukpyu,Kyaukpyu
1939,MA,FEZ,FEZ,Fes,Fès–Saïs
1940,US,MGW,MGW,Morgantown,Morgantown Municipal
1941,FR,TLS,TLS,Toulouse,Toulouse–Blagnac
1942,CA,YMO,YMO,Moosonee,Moosonee
1943,CA,YPL,YPL,Pickle Lake,Pickle Lake Airport
1944,VN,VDH,VDH,Đồng Hới,Dong Hoi
1945,BZ,TZA,BZE,Belize City,Belize City Municipal
1946,US,MEI,MEI,Meridian,Meridian Regional
